country_code,country,fbs_item_code,fbs_item,footprint_type,footprint,mt_production_aqua,mt_production_total,%_production_aqua,footprint_unadj,gleam_region,source
1,Armenia,2761,Freshwater Fish,mg_abx_pleuromutilins,2.693666655639785,17560.0,17627.34,0.9961797979729216,2.703996468429693,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2761,Freshwater Fish,mg_abx_polypeptides,1.0101249958649192,17560.0,17627.34,0.9961797979729216,1.0139986756611348,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2761,Freshwater Fish,mg_abx_quinolones,0.13468333278198924,17560.0,17627.34,0.9961797979729216,0.13519982342148465,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2761,Freshwater Fish,mg_abx_quinoxalines,0.0,17560.0,17627.34,0.9961797979729216,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2761,Freshwater Fish,mg_abx_streptogramins,0.0,17560.0,17627.34,0.9961797979729216,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2761,Freshwater Fish,mg_abx_sulfonamides,3.9058166506776875,17560.0,17627.34,0.9961797979729216,3.9207948792230543,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2761,Freshwater Fish,mg_abx_tetracyclines,10.842008288950135,17560.0,17627.34,0.9961797979729216,10.883585785429515,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_aminoglycosides,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_amphenicols,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_arsenicals,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_cephalosporins,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_fluoroquinolones,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_glycopeptides,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_glycophospholipids,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_lincosamides,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_macrolides,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_nitrofurans,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_orthosomycins,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_other_aquaculture,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_penicillins,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_pleuromutilins,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_polypeptides,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_quinolones,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_quinoxalines,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_streptogramins,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_sulfonamides,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
1,Armenia,2765,Crustaceans,mg_abx_tetracyclines,0.0,0.0,642.66,0.0,0.0,Near East and North Africa,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_aminoglycosides,5.236656596173212,8000.0,10100.0,0.7920792079207921,6.61127895266868,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_amphenicols,17.93943744827655,8000.0,10100.0,0.7920792079207921,22.648539778449145,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_arsenicals,0.0,8000.0,10100.0,0.7920792079207921,0.0,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_cephalosporins,0.05184808511062587,8000.0,10100.0,0.7920792079207921,0.06545820745216516,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_fluoroquinolones,8.606782128363895,8000.0,10100.0,0.7920792079207921,10.866062437059417,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_glycopeptides,0.0,8000.0,10100.0,0.7920792079207921,0.0,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_glycophospholipids,0.0,8000.0,10100.0,0.7920792079207921,0.0,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_lincosamides,0.3110885106637552,8000.0,10100.0,0.7920792079207921,0.39274924471299094,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_macrolides,3.836758298186315,8000.0,10100.0,0.7920792079207921,4.843907351460222,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_nitrofurans,0.0,8000.0,10100.0,0.7920792079207921,0.0,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_orthosomycins,0.0,8000.0,10100.0,0.7920792079207921,0.0,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_other_aquaculture,0.05184808511062587,8000.0,10100.0,0.7920792079207921,0.06545820745216516,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_penicillins,1.1406578724337693,8000.0,10100.0,0.7920792079207921,1.4400805639476337,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_pleuromutilins,2.0739234044250345,8000.0,10100.0,0.7920792079207921,2.618328298086606,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_polypeptides,0.7777212766593881,8000.0,10100.0,0.7920792079207921,0.9818731117824774,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_quinolones,0.10369617022125174,8000.0,10100.0,0.7920792079207921,0.1309164149043303,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_quinoxalines,0.0,8000.0,10100.0,0.7920792079207921,0.0,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_streptogramins,0.0,8000.0,10100.0,0.7920792079207921,0.0,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_sulfonamides,3.0071889364163003,8000.0,10100.0,0.7920792079207921,3.796576032225579,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
2,Afghanistan,2761,Freshwater Fish,mg_abx_tetracyclines,8.347541702810766,8000.0,10100.0,0.7920792079207921,10.538771399798591,South Asia,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_aminoglycosides,2.7222002990974272,1759.0,4272.0,0.41175093632958804,6.61127895266868,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_amphenicols,9.325557460274355,1759.0,4272.0,0.41175093632958804,22.648539778449145,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_arsenicals,0.0,1759.0,4272.0,0.41175093632958804,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_cephalosporins,0.02695247820888542,1759.0,4272.0,0.41175093632958804,0.06545820745216516,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_fluoroquinolones,4.47411138267498,1759.0,4272.0,0.41175093632958804,10.866062437059417,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_glycopeptides,0.0,1759.0,4272.0,0.41175093632958804,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_glycophospholipids,0.0,1759.0,4272.0,0.41175093632958804,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_lincosamides,0.16171486925331252,1759.0,4272.0,0.41175093632958804,0.39274924471299094,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_macrolides,1.9944833874575214,1759.0,4272.0,0.41175093632958804,4.843907351460222,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_nitrofurans,0.0,1759.0,4272.0,0.41175093632958804,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_orthosomycins,0.0,1759.0,4272.0,0.41175093632958804,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_other_aquaculture,0.02695247820888542,1759.0,4272.0,0.41175093632958804,0.06545820745216516,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_penicillins,0.5929545205954793,1759.0,4272.0,0.41175093632958804,1.4400805639476335,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_pleuromutilins,1.0780991283554167,1759.0,4272.0,0.41175093632958804,2.6183282980866056,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_polypeptides,0.4042871731332814,1759.0,4272.0,0.41175093632958804,0.9818731117824775,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_quinolones,0.05390495641777084,1759.0,4272.0,0.41175093632958804,0.1309164149043303,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_quinoxalines,0.0,1759.0,4272.0,0.41175093632958804,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_streptogramins,0.0,1759.0,4272.0,0.41175093632958804,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_sulfonamides,1.5632437361153542,1759.0,4272.0,0.41175093632958804,3.7965760322255786,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2761,Freshwater Fish,mg_abx_tetracyclines,4.339348991630552,1759.0,4272.0,0.41175093632958804,10.53877139979859,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_aminoglycosides,14.023236196835343,3470.0,5235.0,0.6628462273161414,21.156092648539776,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_amphenicols,48.03999726836663,3470.0,5235.0,0.6628462273161414,72.47532729103726,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_arsenicals,0.0,3470.0,5235.0,0.6628462273161414,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_cephalosporins,0.13884392274094404,3470.0,5235.0,0.6628462273161414,0.2094662638469285,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_fluoroquinolones,23.048091174996713,3470.0,5235.0,0.6628462273161414,34.77139979859014,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_glycopeptides,0.0,3470.0,5235.0,0.6628462273161414,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_glycophospholipids,0.0,3470.0,5235.0,0.6628462273161414,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_lincosamides,0.8330635364456641,3470.0,5235.0,0.6628462273161414,1.256797583081571,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_macrolides,10.274450282829857,3470.0,5235.0,0.6628462273161414,15.500503524672709,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_nitrofurans,0.0,3470.0,5235.0,0.6628462273161414,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_orthosomycins,0.0,3470.0,5235.0,0.6628462273161414,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_other_aquaculture,0.13884392274094404,3470.0,5235.0,0.6628462273161414,0.2094662638469285,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_penicillins,3.0545663003007695,3470.0,5235.0,0.6628462273161414,4.608257804632428,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_pleuromutilins,5.553756909637761,3470.0,5235.0,0.6628462273161414,8.37865055387714,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_polypeptides,2.0826588411141604,3470.0,5235.0,0.6628462273161414,3.1419939577039275,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_quinolones,0.2776878454818881,3470.0,5235.0,0.6628462273161414,0.418932527693857,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_quinoxalines,0.0,3470.0,5235.0,0.6628462273161414,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_streptogramins,0.0,3470.0,5235.0,0.6628462273161414,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_sulfonamides,8.052947518974754,3470.0,5235.0,0.6628462273161414,12.149043303121854,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2762,Demersal Fish,mg_abx_tetracyclines,22.353871561291992,3470.0,5235.0,0.6628462273161414,33.724068479355495,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_aminoglycosides,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_amphenicols,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_arsenicals,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_cephalosporins,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_fluoroquinolones,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_glycopeptides,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_glycophospholipids,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_lincosamides,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_macrolides,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_nitrofurans,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_orthosomycins,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_other_aquaculture,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_penicillins,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_pleuromutilins,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_polypeptides,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_quinolones,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_quinoxalines,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_streptogramins,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_sulfonamides,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2763,Pelagic Fish,mg_abx_tetracyclines,0.0,0.0,2450.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_aminoglycosides,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_amphenicols,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_arsenicals,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_cephalosporins,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_fluoroquinolones,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_glycopeptides,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_glycophospholipids,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_lincosamides,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_macrolides,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_nitrofurans,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_orthosomycins,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_other_aquaculture,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_penicillins,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_pleuromutilins,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_polypeptides,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_quinolones,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_quinoxalines,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_streptogramins,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_sulfonamides,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
3,Albania,2764,"Marine Fish, Other",mg_abx_tetracyclines,0.0,0.0,44.0,0.0,0.0,Western Europe,"Schar D., et al. 2020. Global trends in antimicrobial use in aquaculture."
