country_iso_code,system,footprint_type,mg/kg_lw,source,fbs_item_code,fbs_item,ko%,mg/kg_cw,country_code,country,gleam_region,income_class,proportion_est,proportion_obs,proportion,_merge
AFG,extensive,mg_abx_polymixins,0.118483026,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.16455975833333333,2,Afghanistan,South Asia,Low income,0.7428761674286631,0.98,0.98,both
AFG,intensive,mg_abx_polymixins,0.592415131,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.8227987930555556,2,Afghanistan,South Asia,Low income,0.25712383257133686,0.020000000000000018,0.020000000000000018,both
AFG,extensive,mg_abx_polymixins,1.10768433,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.4769124400000002,2,Afghanistan,South Asia,Low income,0.8715557647384607,0.0,0.0,both
AFG,intensive,mg_abx_polymixins,5.538421648,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.3845621973333335,2,Afghanistan,South Asia,Low income,0.12844423526153925,1.0,1.0,both
AFG,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,2,Afghanistan,South Asia,Low income,0.7428761674286631,0.98,0.98,both
AFG,intensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,2,Afghanistan,South Asia,Low income,0.25712383257133686,0.020000000000000018,0.020000000000000018,both
AFG,extensive,mg_abx_other_antibiotics,3.063245968,Mulchandani et al. 2023.,2733,Pigmeat,0.75,4.0843279573333335,2,Afghanistan,South Asia,Low income,0.8715557647384607,0.0,0.0,both
AFG,intensive,mg_abx_other_antibiotics,15.31622984,Mulchandani et al. 2023.,2733,Pigmeat,0.75,20.421639786666667,2,Afghanistan,South Asia,Low income,0.12844423526153925,1.0,1.0,both
ALB,extensive,mg_abx_tetracyclines,2.042981966,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.8374749527777783,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_tetracyclines,10.21490983,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.18737476388889,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_tetracyclines,8.34500251,Mulchandani et al. 2023.,2733,Pigmeat,0.75,11.126670013333333,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_tetracyclines,41.72501255,Mulchandani et al. 2023.,2733,Pigmeat,0.75,55.63335006666667,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_amphenicols,0.004081582,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.005668863888888889,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_amphenicols,0.02040791,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.028344319444444446,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_amphenicols,0.161298739,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.21506498533333332,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_amphenicols,0.806493694,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.0753249253333335,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_penicillins,2.132163373,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.9613380180555557,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_penicillins,10.66081686,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,14.806690083333335,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_penicillins,7.132038763,Mulchandani et al. 2023.,2733,Pigmeat,0.75,9.509385017333333,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_penicillins,35.66019382,Mulchandani et al. 2023.,2733,Pigmeat,0.75,47.546925093333336,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_cephalosporins_1_2,0.002130863,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.002841150666666667,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_cephalosporins_1_2,0.010654317,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.014205756,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_sulfonamides,1.057540697,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.4688065236111112,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_sulfonamides,5.287703485,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,7.3440326180555555,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_sulfonamides,2.22835751,Mulchandani et al. 2023.,2733,Pigmeat,0.75,2.9711433466666666,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_sulfonamides,11.14178755,Mulchandani et al. 2023.,2733,Pigmeat,0.75,14.855716733333333,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_macrolides,1.155674632,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.6051036555555556,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_macrolides,5.778373162,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.025518280555556,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_macrolides,2.417647323,Mulchandani et al. 2023.,2733,Pigmeat,0.75,3.2235297640000002,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_macrolides,12.08823662,Mulchandani et al. 2023.,2733,Pigmeat,0.75,16.117648826666667,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_lincosamides,0.39383762,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.5469966944444444,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_lincosamides,1.969188102,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.734983475,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_lincosamides,3.067042642,Mulchandani et al. 2023.,2733,Pigmeat,0.75,4.089390189333334,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_lincosamides,15.33521321,Mulchandani et al. 2023.,2733,Pigmeat,0.75,20.446950946666664,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_aminoglycosides,0.287779727,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3996940652777778,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_aminoglycosides,1.438898636,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.9984703277777778,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_aminoglycosides,3.054533639,Mulchandani et al. 2023.,2733,Pigmeat,0.75,4.072711518666667,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_aminoglycosides,15.27266819,Mulchandani et al. 2023.,2733,Pigmeat,0.75,20.363557586666666,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_quinolones,0.267439848,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3714442333333333,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_quinolones,1.337199239,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.857221165277778,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_quinolones,0.326596369,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.43546182533333333,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_quinolones,1.632981843,Mulchandani et al. 2023.,2733,Pigmeat,0.75,2.177309124,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_pleuromutilins,0.931008397,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.2413445293333334,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_pleuromutilins,4.655041983,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.206722644,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_polymixins,0.218861695,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3039745763888889,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_polymixins,1.094308473,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.5198728791666665,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_polymixins,2.046113079,Mulchandani et al. 2023.,2733,Pigmeat,0.75,2.728150772,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_polymixins,10.23056539,Mulchandani et al. 2023.,2733,Pigmeat,0.75,13.640753853333335,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
ALB,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.04250125844728269,0.5,0.5,both
ALB,intensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,3,Albania,Western Europe,Upper middle income,0.9574987415527173,0.5,0.5,both
ALB,extensive,mg_abx_other_antibiotics,0.289227725,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.38563696666666664,3,Albania,Western Europe,Upper middle income,0.12903272364336077,,0.12903272364336077,both
ALB,intensive,mg_abx_other_antibiotics,1.446138625,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.9281848333333331,3,Albania,Western Europe,Upper middle income,0.8709672763566392,,0.8709672763566392,both
DZA,extensive,mg_abx_tetracyclines,0.485613015,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.6744625208333334,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_tetracyclines,2.428065074,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.372312602777778,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
DZA,extensive,mg_abx_tetracyclines,1.983591581,Mulchandani et al. 2023.,2733,Pigmeat,0.75,2.6447887746666665,4,Algeria,Near East and North Africa,Lower middle income,0.23134106372301338,,0.23134106372301338,both
DZA,intensive,mg_abx_tetracyclines,9.917957907,Mulchandani et al. 2023.,2733,Pigmeat,0.75,13.223943876,4,Algeria,Near East and North Africa,Lower middle income,0.7686589362769867,,0.7686589362769867,both
DZA,extensive,mg_abx_amphenicols,0.000472407,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0006561208333333334,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_amphenicols,0.002362035,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.003280604166666667,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
DZA,extensive,mg_abx_amphenicols,0.020399949,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.027199932,4,Algeria,Near East and North Africa,Lower middle income,0.23134106372301338,,0.23134106372301338,both
DZA,intensive,mg_abx_amphenicols,0.101999745,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.13599966,4,Algeria,Near East and North Africa,Lower middle income,0.7686589362769867,,0.7686589362769867,both
DZA,extensive,mg_abx_penicillins,0.3103712,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4310711111111111,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_penicillins,1.551856,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.1553555555555555,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
DZA,extensive,mg_abx_penicillins,1.13444882,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.5125984266666668,4,Algeria,Near East and North Africa,Lower middle income,0.23134106372301338,,0.23134106372301338,both
DZA,intensive,mg_abx_penicillins,5.672244099,Mulchandani et al. 2023.,2733,Pigmeat,0.75,7.562992132000001,4,Algeria,Near East and North Africa,Lower middle income,0.7686589362769867,,0.7686589362769867,both
DZA,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
DZA,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.23134106372301338,,0.23134106372301338,both
DZA,intensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.7686589362769867,,0.7686589362769867,both
DZA,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
DZA,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.23134106372301338,,0.23134106372301338,both
DZA,intensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2733,Pigmeat,0.75,0.0,4,Algeria,Near East and North Africa,Lower middle income,0.7686589362769867,,0.7686589362769867,both
DZA,extensive,mg_abx_sulfonamides,0.355520704,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4937787555555556,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_sulfonamides,1.77760352,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.4688937777777777,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
DZA,extensive,mg_abx_sulfonamides,0.818583437,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.0914445826666668,4,Algeria,Near East and North Africa,Lower middle income,0.23134106372301338,,0.23134106372301338,both
DZA,intensive,mg_abx_sulfonamides,4.092917183,Mulchandani et al. 2023.,2733,Pigmeat,0.75,5.457222910666666,4,Algeria,Near East and North Africa,Lower middle income,0.7686589362769867,,0.7686589362769867,both
DZA,extensive,mg_abx_macrolides,0.433528399,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.6021227763888889,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_macrolides,2.167641996,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.0106138833333334,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
DZA,extensive,mg_abx_macrolides,0.991026336,Mulchandani et al. 2023.,2733,Pigmeat,0.75,1.321368448,4,Algeria,Near East and North Africa,Lower middle income,0.23134106372301338,,0.23134106372301338,both
DZA,intensive,mg_abx_macrolides,4.955131679,Mulchandani et al. 2023.,2733,Pigmeat,0.75,6.606842238666666,4,Algeria,Near East and North Africa,Lower middle income,0.7686589362769867,,0.7686589362769867,both
DZA,extensive,mg_abx_lincosamides,0.003535271,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.004910098611111111,4,Algeria,Near East and North Africa,Lower middle income,0.06859696661770073,,0.06859696661770073,both
DZA,intensive,mg_abx_lincosamides,0.017676353,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.024550490277777778,4,Algeria,Near East and North Africa,Lower middle income,0.9314030333822992,,0.9314030333822992,both
