country_iso_code,system,footprint_type,mg/kg_lw,source,fbs_item_code,fbs_item,ko%,mg/kg_cw,proportion_est,proportion_obs,proportion
ALB,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.04250125844728269,0.5,0.5
ALB,extensive,mg_abx_polymixins,0.218861695,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3039745763888889,0.04250125844728269,0.5,0.5
ALB,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.04250125844728269,0.5,0.5
DZA,extensive,mg_abx_tetracyclines,0.485613015,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.6744625208333334,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_amphenicols,0.000472407,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0006561208333333334,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_penicillins,0.3103712,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4310711111111111,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_sulfonamides,0.355520704,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4937787555555556,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_macrolides,0.433528399,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.6021227763888889,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_lincosamides,0.003535271,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.004910098611111111,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_aminoglycosides,0.026823679,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.03725510972222222,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_quinolones,0.274191422,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3808214194444445,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_polymixins,0.085010206,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.11806973055555557,0.06859696661770073,,0.06859696661770073
DZA,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.06859696661770073,,0.06859696661770073
AGO,extensive,mg_abx_tetracyclines,1.378893993,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.9151305458333332,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_amphenicols,0.000329362,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0004574472222222222,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_penicillins,0.216390767,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3005427319444445,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_sulfonamides,0.247868997,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.34426249583333335,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_macrolides,0.302255953,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.41979993472222227,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_lincosamides,0.00246479,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0034233194444444445,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_aminoglycosides,0.018701466,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.025974258333333333,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_quinolones,0.19116623,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.2655086527777778,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_polymixins,0.059269107,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.08231820416666667,0.18953583074119193,,0.18953583074119193
AGO,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.18953583074119193,,0.18953583074119193
ATG,extensive,mg_abx_tetracyclines,1.678164838,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.3307844972222225,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_amphenicols,0.003301532,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.004585461111111111,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_penicillins,0.869597237,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.2077739402777778,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_sulfonamides,0.527277193,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.7323294347222222,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_macrolides,1.60958227,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.2355309305555555,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_lincosamides,0.335506603,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4659813930555556,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_aminoglycosides,0.121646162,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.16895300277777778,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_quinolones,0.351685968,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4884527333333334,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_polymixins,1.813932852,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.5193511833333333,0.025981623489168944,,0.025981623489168944
ATG,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.025981623489168944,,0.025981623489168944
ARG,extensive,mg_abx_tetracyclines,2.325266399,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.229536665277778,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_amphenicols,0.00273672,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0038010000000000006,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_penicillins,0.720830201,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.0011530569444445,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_sulfonamides,0.43707283,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.6070455972222223,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_macrolides,1.334221709,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.8530857069444444,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_lincosamides,0.278109545,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.38626325694444447,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_aminoglycosides,0.100835448,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.14004923333333333,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_quinolones,0.291521013,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.40489029583333336,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_polymixins,1.503612853,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.0883511847222223,0.02098385783939029,,0.02098385783939029
ARG,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.02098385783939029,,0.02098385783939029
ARM,extensive,mg_abx_tetracyclines,2.107651195,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.927293326388889,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_amphenicols,0.004007121,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.005565445833333333,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_penicillins,2.093265842,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.9073136694444446,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_sulfonamides,1.038247747,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.4420107597222223,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_macrolides,1.134591403,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.5758213930555556,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_lincosamides,0.386652753,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.5370177125000001,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_aminoglycosides,0.282529698,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.39240235833333337,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_quinolones,0.262560883,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3646678930555556,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_polymixins,0.214868952,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.2984291,0.04424145694437255,,0.04424145694437255
ARM,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.04424145694437255,,0.04424145694437255
ABW,extensive,mg_abx_tetracyclines,1.996508866,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.7729289805555557,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_amphenicols,0.003023671,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.004199543055555556,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_penicillins,0.796410739,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.106126026388889,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_sulfonamides,0.48290082,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.6706955833333333,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_macrolides,1.474117614,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.0473855750000003,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_lincosamides,0.307269906,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4267637583333333,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_aminoglycosides,0.111408254,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.1547336861111111,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_quinolones,0.322087594,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4473438805555555,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_polymixins,1.661269771,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.307319126388889,0.0071403670438066075,,0.0071403670438066075
ABW,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.0071403670438066075,,0.0071403670438066075
AUS,extensive,mg_abx_tetracyclines,7.266602181,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,10.092503029166666,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_amphenicols,0.001248436,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.001733938888888889,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_penicillins,1.823655301,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.5328545847222226,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_sulfonamides,0.364731794,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.5065719361111112,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_macrolides,3.584312577,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,4.9782119125,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_lincosamides,0.01223986,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.016999805555555556,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_aminoglycosides,0.060809874,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.08445815833333334,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_quinolones,0.059764757,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.08300660694444445,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_polymixins,0.056980773,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0791399625,0.004531973645743194,,0.004531973645743194
AUS,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004531973645743194,,0.004531973645743194
AUT,extensive,mg_abx_tetracyclines,0.264764896,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.36772902222222226,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_amphenicols,0.009025642,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.01253561388888889,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_penicillins,0.71036325,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.986615625,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_sulfonamides,0.174857819,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.24285808194444444,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_macrolides,0.505869751,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.7025968763888889,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_lincosamides,0.006520871,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.009056765277777778,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_aminoglycosides,0.009500624,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.013195311111111111,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_quinolones,0.188377026,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.26163475833333333,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_pleuromutilins,0.008934942,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.012409641666666667,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_polymixins,0.234409891,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.3255692930555556,0.003884728575680493,0.01,0.01
AUT,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.003884728575680493,0.01,0.01
AZE,extensive,mg_abx_tetracyclines,1.441673069,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.0023237069444444,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_amphenicols,0.004773939,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.006630470833333333,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_penicillins,2.493841274,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.4636684361111114,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_sulfonamides,1.236930843,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.7179595041666667,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_macrolides,1.351711194,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.8773766583333333,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_lincosamides,0.460644116,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.6397834944444445,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_aminoglycosides,0.336595671,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.4674939875,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_quinolones,0.312805547,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.43445214861111114,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_polymixins,0.255987104,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.35553764444444447,0.042956936204423125,0.2,0.2
AZE,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.042956936204423125,0.2,0.2
BHS,extensive,mg_abx_tetracyclines,1.300136098,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.8057445805555556,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_amphenicols,0.003631489,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.005043734722222222,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_penicillins,0.956505102,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.3284793083333335,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_sulfonamides,0.579973468,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.8055187055555556,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_macrolides,1.770444509,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.4589507069444445,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_lincosamides,0.369037255,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.5125517430555556,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_aminoglycosides,0.133803524,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.18583822777777778,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_quinolones,0.386833592,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.5372688777777778,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_polymixins,1.995217963,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,2.771136059722222,0.011327481895937835,,0.011327481895937835
BHS,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.011327481895937835,,0.011327481895937835
BHR,extensive,mg_abx_tetracyclines,2.861479234,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,3.974276713888889,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_amphenicols,0.002832455,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.003933965277777778,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_penicillins,0.76868239,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.0676144305555557,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_cephalosporins_1_2,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_cephalosporins_3_4,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_sulfonamides,0.512117235,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.7112739375,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_macrolides,0.797737054,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,1.1079681305555555,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_lincosamides,0.073801044,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.10250145,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_aminoglycosides,0.103411595,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.14362721527777778,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_quinolones,0.187626835,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.26059282638888887,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_pleuromutilins,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_polymixins,0.118483026,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.16455975833333333,0.004597515664777156,,0.004597515664777156
BHR,extensive,mg_abx_other_antibiotics,0.0,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,0.0,0.004597515664777156,,0.004597515664777156
BGD,extensive,mg_abx_tetracyclines,6.348913926,Mulchandani et al. 2023.,2734,Poultry Meat,0.72,8.817936008333334,0.1894184895087658,0.81,0.81
