country_code,country,diet,attribute,region,income_class,oecd,value,centile_up,centile_down,value_baseline,diff_baseline,%_diff_baseline,value_baseline_adj,diff_baseline_adj,%_diff_baseline_adj
1,Armenia,eat_lancet,mg_abx_glycophospholipids,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,eat_lancet,mg_abx_lincosamides,Near East and North Africa,Upper middle income,no,83.84060048014035,0.0,0.0,284.75882282507285,-200.9182223449325,-0.7055733000706933,,,
1,Armenia,eat_lancet,mg_abx_macrolides,Near East and North Africa,Upper middle income,no,168.62536556038876,0.0,0.0,400.9036250179546,-232.27825945756584,-0.5793867776754654,,,
1,Armenia,eat_lancet,mg_abx_nitrofurans,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,eat_lancet,mg_abx_orthosomycins,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,eat_lancet,mg_abx_other_drugs,Near East and North Africa,Upper middle income,no,48.75221452051992,0.0,0.0,204.82463739834566,-156.07242287782574,-0.7619807112085546,,,
1,Armenia,eat_lancet,mg_abx_penicillins,Near East and North Africa,Upper middle income,no,412.2811078395748,0.0,0.0,1482.0549257923617,-1069.7738179527869,-0.7218179295081429,,,
1,Armenia,eat_lancet,mg_abx_pleuromutilins,Near East and North Africa,Upper middle income,no,65.76439167973078,0.0,0.0,193.7637644497107,-127.99937276997991,-0.6605949937724336,,,
1,Armenia,eat_lancet,mg_abx_polymixins,Near East and North Africa,Upper middle income,no,90.72847550097804,0.0,0.0,325.81926934502167,-235.09079384404362,-0.7215374164844056,,,
1,Armenia,eat_lancet,mg_abx_polypeptides,Near East and North Africa,Upper middle income,no,8.982687691656526,0.0,0.0,4.6901574304672895,4.292530261189237,0.9152209333752712,,,
1,Armenia,eat_lancet,mg_abx_quinolones,Near East and North Africa,Upper middle income,no,140.23368460608748,0.0,0.0,184.49931907999357,-44.26563447390609,-0.23992302353546244,,,
1,Armenia,eat_lancet,mg_abx_quinoxalines,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,eat_lancet,mg_abx_streptogramins,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,eat_lancet,mg_abx_sulfonamides_trimethoprim,Near East and North Africa,Upper middle income,no,175.60503207215743,0.0,0.0,491.44294158813017,-315.83790951597274,-0.6426746276898836,,,
1,Armenia,eat_lancet,mg_abx_tetracyclines,Near East and North Africa,Upper middle income,no,657.1545404204958,0.0,0.0,1925.1360043223594,-1267.9814639018637,-0.6586451352293877,,,
1,Armenia,eat_lancet,mg_abx_total,Near East and North Africa,Upper middle income,no,2389.1593157097077,0.0,0.0,6561.213298301339,-4172.053982591631,-0.6358662328005329,,,
1,Armenia,high_income,kg_co2_luc_feed_palm,Near East and North Africa,Upper middle income,no,0.3990834474023681,0.0,0.0,0.4084577826777987,-0.009374335275430579,-0.022950561044457512,,,
1,Armenia,high_income,kg_co2_luc_feed_soy,Near East and North Africa,Upper middle income,no,136.30812645220067,0.0,0.0,35.57049765260918,100.73762879959149,2.8320556485720734,,,
1,Armenia,high_income,kg_co2_luc_human_palm_soy,Near East and North Africa,Upper middle income,no,0.7208721038739359,0.0,0.0,0.0060037677956303,0.7148683360783056,119.06995080632625,,,
1,Armenia,high_income,kg_co2_luc_pasture,Near East and North Africa,Upper middle income,no,3.5029138125952537,0.0,0.0,5.405040185389976,-1.9021263727947222,-0.35191715649704886,,,
1,Armenia,high_income,kg_co2e_excl_luc,Near East and North Africa,Upper middle income,no,1375.6039953192712,150.90212639146256,97.12045574130879,1679.3157051000026,-303.7117097807313,-0.180854444973255,,,
1,Armenia,high_income,kg_co2e_total,Near East and North Africa,Upper middle income,no,1516.5349911353435,150.90212639146256,97.12045574130879,1720.7057044884752,-204.17071335313176,-0.11865521966978475,,,
1,Armenia,high_income,mg_abx_aminoglycosides,Near East and North Africa,Upper middle income,no,903.8812142903952,0.0,0.0,656.9112527621019,246.9699615282933,0.3759563571028256,,,
1,Armenia,high_income,mg_abx_amphenicols,Near East and North Africa,Upper middle income,no,367.4285587862719,0.0,0.0,351.92290758356535,15.505651202706531,0.04405979511016815,,,
1,Armenia,high_income,mg_abx_arsenicals,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,high_income,mg_abx_cephalosporins,Near East and North Africa,Upper middle income,no,36.62016488121991,0.0,0.0,54.485670706253565,-17.865505825033658,-0.32789365705620566,,,
1,Armenia,high_income,mg_abx_glycopeptides,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,high_income,mg_abx_glycophospholipids,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,high_income,mg_abx_lincosamides,Near East and North Africa,Upper middle income,no,687.5639925277158,0.0,0.0,284.75882282507285,402.8051697026429,1.4145485140949814,,,
1,Armenia,high_income,mg_abx_macrolides,Near East and North Africa,Upper middle income,no,812.4020439220739,0.0,0.0,400.9036250179546,411.49841890411926,1.026427283828352,,,
1,Armenia,high_income,mg_abx_nitrofurans,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,high_income,mg_abx_orthosomycins,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,high_income,mg_abx_other_drugs,Near East and North Africa,Upper middle income,no,945.9912166281736,0.0,0.0,204.82463739834566,741.1665792298279,3.6185421277636505,,,
1,Armenia,high_income,mg_abx_penicillins,Near East and North Africa,Upper middle income,no,2133.4397656671435,0.0,0.0,1482.0549257923617,651.3848398747818,0.4395146418251181,,,
1,Armenia,high_income,mg_abx_pleuromutilins,Near East and North Africa,Upper middle income,no,394.5047676832139,0.0,0.0,193.7637644497107,200.74100323350322,1.0360089968504065,,,
1,Armenia,high_income,mg_abx_polymixins,Near East and North Africa,Upper middle income,no,1077.1383004226377,0.0,0.0,325.81926934502167,751.319031077616,2.3059379900641095,,,
1,Armenia,high_income,mg_abx_polypeptides,Near East and North Africa,Upper middle income,no,7.593156424498022,0.0,0.0,4.6901574304672895,2.9029989940307326,0.6189555547054422,,,
1,Armenia,high_income,mg_abx_quinolones,Near East and North Africa,Upper middle income,no,263.1154660401706,0.0,0.0,184.49931907999357,78.61614696017702,0.4261053501562861,,,
1,Armenia,high_income,mg_abx_quinoxalines,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,high_income,mg_abx_streptogramins,Near East and North Africa,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
1,Armenia,high_income,mg_abx_sulfonamides_trimethoprim,Near East and North Africa,Upper middle income,no,751.5205770160782,0.0,0.0,491.44294158813017,260.077635427948,0.5292122714948149,,,
1,Armenia,high_income,mg_abx_tetracyclines,Near East and North Africa,Upper middle income,no,3120.715774621362,0.0,0.0,1925.1360043223594,1195.5797702990026,0.6210365229337873,,,
1,Armenia,high_income,mg_abx_total,Near East and North Africa,Upper middle income,no,11501.914998910956,0.0,0.0,6561.213298301339,4940.701700609617,0.7530164736282444,,,
2,Afghanistan,baseline,kg_co2_luc_feed_palm,South Asia,Low income,no,0.2048640367693489,0.0,0.0,0.2048640367693489,0.0,0.0,,,
2,Afghanistan,baseline,kg_co2_luc_feed_soy,South Asia,Low income,no,1.5739199070587575,0.0,0.0,1.5739199070587575,0.0,0.0,,,
2,Afghanistan,baseline,kg_co2_luc_human_palm_soy,South Asia,Low income,no,4.586219692845854,0.0,0.0,4.586219692845854,0.0,0.0,,,
2,Afghanistan,baseline,kg_co2_luc_pasture,South Asia,Low income,no,0.000753986136709,0.0,0.0,0.000753986136709,0.0,0.0,,,
2,Afghanistan,baseline,kg_co2e_excl_luc,South Asia,Low income,no,682.8475879136504,81.90508409198362,61.4334480669418,682.8475879136504,0.0,0.0,,,
2,Afghanistan,baseline,kg_co2e_total,South Asia,Low income,no,689.213345536461,81.90508409198362,61.4334480669418,689.213345536461,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_aminoglycosides,South Asia,Low income,no,110.96279284267308,0.0,0.0,110.96279284267308,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_amphenicols,South Asia,Low income,no,56.067865357875576,0.0,0.0,56.067865357875576,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_arsenicals,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,baseline,mg_abx_cephalosporins,South Asia,Low income,no,7.0083711196059575,0.0,0.0,7.0083711196059575,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_glycopeptides,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,baseline,mg_abx_glycophospholipids,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,baseline,mg_abx_lincosamides,South Asia,Low income,no,27.027879783344428,0.0,0.0,27.027879783344428,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_macrolides,South Asia,Low income,no,77.19159611198776,0.0,0.0,77.19159611198776,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_nitrofurans,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,baseline,mg_abx_orthosomycins,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,baseline,mg_abx_other_drugs,South Asia,Low income,no,119.31350111830763,0.0,0.0,119.31350111830763,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_penicillins,South Asia,Low income,no,185.80265045701313,0.0,0.0,185.80265045701313,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_pleuromutilins,South Asia,Low income,no,30.6848958585194,0.0,0.0,30.6848958585194,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_polymixins,South Asia,Low income,no,87.4026424549282,0.0,0.0,87.4026424549282,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_polypeptides,South Asia,Low income,no,0.1866531063982531,0.0,0.0,0.1866531063982531,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_quinolones,South Asia,Low income,no,45.23479540905927,0.0,0.0,45.23479540905927,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_quinoxalines,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,baseline,mg_abx_streptogramins,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,baseline,mg_abx_sulfonamides_trimethoprim,South Asia,Low income,no,71.54397539243575,0.0,0.0,71.54397539243575,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_tetracyclines,South Asia,Low income,no,524.7563957920322,0.0,0.0,524.7563957920322,0.0,0.0,,,
2,Afghanistan,baseline,mg_abx_total,South Asia,Low income,no,1343.1840148041806,0.0,0.0,1343.1840148041806,0.0,0.0,,,
2,Afghanistan,eat_lancet,kg_co2_luc_feed_palm,South Asia,Low income,no,0.4295263186591979,0.0,0.0,0.2048640367693489,0.224662281889849,1.0966409011201437,,,
2,Afghanistan,eat_lancet,kg_co2_luc_feed_soy,South Asia,Low income,no,6.769227171432125,0.0,0.0,1.5739199070587575,5.195307264373367,3.3008714363884186,,,
2,Afghanistan,eat_lancet,kg_co2_luc_human_palm_soy,South Asia,Low income,no,4.248559171567552,0.0,0.0,4.586219692845854,-0.33766052127830193,-0.07362502101786055,,,
2,Afghanistan,eat_lancet,kg_co2_luc_pasture,South Asia,Low income,no,0.0008471268102448,0.0,0.0,0.000753986136709,9.314067353579996e-05,0.12353101602416794,,,
2,Afghanistan,eat_lancet,kg_co2e_excl_luc,South Asia,Low income,no,1347.4695711473296,105.79635431350329,72.86052016555468,682.8475879136504,664.6219832336792,0.9733094104708533,,,
2,Afghanistan,eat_lancet,kg_co2e_total,South Asia,Low income,no,1358.9177309357988,105.79635431350329,72.86052016555468,689.213345536461,669.7043853993378,0.9716938735103307,,,
2,Afghanistan,eat_lancet,mg_abx_aminoglycosides,South Asia,Low income,no,246.05744697941554,0.0,0.0,110.96279284267308,135.09465413674246,1.2174770540273294,,,
2,Afghanistan,eat_lancet,mg_abx_amphenicols,South Asia,Low income,no,291.34673548794046,0.0,0.0,56.067865357875576,235.2788701300649,4.19632294948815,,,
2,Afghanistan,eat_lancet,mg_abx_arsenicals,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,eat_lancet,mg_abx_cephalosporins,South Asia,Low income,no,8.533150406325603,0.0,0.0,7.0083711196059575,1.524779286719646,0.21756543149578186,,,
2,Afghanistan,eat_lancet,mg_abx_glycopeptides,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,eat_lancet,mg_abx_glycophospholipids,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,eat_lancet,mg_abx_lincosamides,South Asia,Low income,no,44.64957217848101,0.0,0.0,27.027879783344428,17.62169239513658,0.6519820472930961,,,
2,Afghanistan,eat_lancet,mg_abx_macrolides,South Asia,Low income,no,174.13475231172154,0.0,0.0,77.19159611198776,96.94315619973378,1.2558770783686208,,,
2,Afghanistan,eat_lancet,mg_abx_nitrofurans,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,eat_lancet,mg_abx_orthosomycins,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,eat_lancet,mg_abx_other_drugs,South Asia,Low income,no,134.72671188822034,0.0,0.0,119.31350111830763,15.413210769912709,0.12918245316286076,,,
2,Afghanistan,eat_lancet,mg_abx_penicillins,South Asia,Low income,no,251.73412356854737,0.0,0.0,185.80265045701313,65.93147311153425,0.35484678474373,,,
2,Afghanistan,eat_lancet,mg_abx_pleuromutilins,South Asia,Low income,no,60.84174403158303,0.0,0.0,30.6848958585194,30.156848173063633,0.9827912831156258,,,
2,Afghanistan,eat_lancet,mg_abx_polymixins,South Asia,Low income,no,113.94921125112617,0.0,0.0,87.4026424549282,26.546568796197974,0.30372730217953664,,,
2,Afghanistan,eat_lancet,mg_abx_polypeptides,South Asia,Low income,no,10.095093691523584,0.0,0.0,0.1866531063982531,9.90844058512533,53.08478801303284,,,
2,Afghanistan,eat_lancet,mg_abx_quinolones,South Asia,Low income,no,170.61348934984557,0.0,0.0,45.23479540905927,125.37869394078629,2.771731203976584,,,
2,Afghanistan,eat_lancet,mg_abx_quinoxalines,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,eat_lancet,mg_abx_streptogramins,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,eat_lancet,mg_abx_sulfonamides_trimethoprim,South Asia,Low income,no,144.84699051712232,0.0,0.0,71.54397539243575,73.30301512468657,1.0245868324006606,,,
2,Afghanistan,eat_lancet,mg_abx_tetracyclines,South Asia,Low income,no,841.2774923741665,0.0,0.0,524.7563957920322,316.5210965821343,0.6031772058812137,,,
2,Afghanistan,eat_lancet,mg_abx_total,South Asia,Low income,no,2492.806514036019,0.0,0.0,1343.1840148041806,1149.6224992318384,0.8558935235686519,,,
2,Afghanistan,high_income,kg_co2_luc_feed_palm,South Asia,Low income,no,0.851072932613116,0.0,0.0,0.2048640367693489,0.6462088958437671,3.1543305796093284,,,
2,Afghanistan,high_income,kg_co2_luc_feed_soy,South Asia,Low income,no,67.2414590766745,0.0,0.0,1.5739199070587575,65.66753916961575,41.72228769399779,,,
2,Afghanistan,high_income,kg_co2_luc_human_palm_soy,South Asia,Low income,no,2.273419055741357,0.0,0.0,4.586219692845854,-2.3128006371044973,-0.5042934686954239,,,
2,Afghanistan,high_income,kg_co2_luc_pasture,South Asia,Low income,no,0.0039967381822077,0.0,0.0,0.000753986136709,0.0032427520454987,4.300811231958017,,,
2,Afghanistan,high_income,kg_co2e_excl_luc,South Asia,Low income,no,2224.1957285536755,136.86864704155937,83.13674932268817,682.8475879136504,1541.3481406400251,2.2572359746475907,,,
2,Afghanistan,high_income,kg_co2e_total,South Asia,Low income,no,2294.565676356887,136.86864704155937,83.13674932268817,689.213345536461,1605.3523308204258,2.3292531133024887,,,
2,Afghanistan,high_income,mg_abx_aminoglycosides,South Asia,Low income,no,391.0254288069431,0.0,0.0,110.96279284267308,280.06263596427004,2.5239328318038337,,,
2,Afghanistan,high_income,mg_abx_amphenicols,South Asia,Low income,no,213.06025172183115,0.0,0.0,56.067865357875576,156.99238636395557,2.8000421518081504,,,
2,Afghanistan,high_income,mg_abx_arsenicals,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,high_income,mg_abx_cephalosporins,South Asia,Low income,no,15.719081398657062,0.0,0.0,7.0083711196059575,8.710710279051105,1.2429008296496804,,,
2,Afghanistan,high_income,mg_abx_glycopeptides,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,high_income,mg_abx_glycophospholipids,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,high_income,mg_abx_lincosamides,South Asia,Low income,no,299.68053961216566,0.0,0.0,27.027879783344428,272.65265982882124,10.087830122614347,,,
2,Afghanistan,high_income,mg_abx_macrolides,South Asia,Low income,no,681.8347080355245,0.0,0.0,77.19159611198776,604.6431119235367,7.833017353940118,,,
2,Afghanistan,high_income,mg_abx_nitrofurans,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,high_income,mg_abx_orthosomycins,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,high_income,mg_abx_other_drugs,South Asia,Low income,no,1435.891424775945,0.0,0.0,119.31350111830763,1316.5779236576375,11.034609757634712,,,
2,Afghanistan,high_income,mg_abx_penicillins,South Asia,Low income,no,953.7330732645794,0.0,0.0,185.80265045701313,767.9304228075663,4.133043424938832,,,
2,Afghanistan,high_income,mg_abx_pleuromutilins,South Asia,Low income,no,197.39081448690644,0.0,0.0,30.6848958585194,166.70591862838702,5.432833124056458,,,
2,Afghanistan,high_income,mg_abx_polymixins,South Asia,Low income,no,931.9526161241662,0.0,0.0,87.4026424549282,844.5499736692379,9.66275103301088,,,
2,Afghanistan,high_income,mg_abx_polypeptides,South Asia,Low income,no,3.343797955010687,0.0,0.0,0.1866531063982531,3.157144848612434,16.914504716981135,,,
2,Afghanistan,high_income,mg_abx_quinolones,South Asia,Low income,no,175.09230631767144,0.0,0.0,45.23479540905927,129.85751090861217,2.8707438540244916,,,
2,Afghanistan,high_income,mg_abx_quinoxalines,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,high_income,mg_abx_streptogramins,South Asia,Low income,no,0.0,0.0,0.0,0.0,0.0,,,,
2,Afghanistan,high_income,mg_abx_sulfonamides_trimethoprim,South Asia,Low income,no,468.9558634188938,0.0,0.0,71.54397539243575,397.41188802645803,5.554791802476157,,,
2,Afghanistan,high_income,mg_abx_tetracyclines,South Asia,Low income,no,3613.840276970386,0.0,0.0,524.7563957920322,3089.083881178354,5.886700773824582,,,
2,Afghanistan,high_income,mg_abx_total,South Asia,Low income,no,9381.520182888682,0.0,0.0,1343.1840148041806,8038.336168084501,5.984538290724365,,,
3,Albania,baseline,kg_co2_luc_feed_palm,Europe,Upper middle income,no,0.0378531660109771,0.0,0.0,0.0378531660109771,0.0,0.0,,,
3,Albania,baseline,kg_co2_luc_feed_soy,Europe,Upper middle income,no,36.68940142310385,0.0,0.0,36.68940142310385,0.0,0.0,,,
3,Albania,baseline,kg_co2_luc_human_palm_soy,Europe,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
3,Albania,baseline,kg_co2_luc_pasture,Europe,Upper middle income,no,4.184344718297205,0.0,0.0,4.184344718297205,0.0,0.0,,,
3,Albania,baseline,kg_co2e_excl_luc,Europe,Upper middle income,no,1861.294158259826,257.74437876720276,140.98256868851274,1861.294158259826,0.0,0.0,,,
3,Albania,baseline,kg_co2e_total,Europe,Upper middle income,no,1902.205757567238,257.74437876720276,140.98256868851274,1902.205757567238,0.0,0.0,,,
3,Albania,baseline,mg_abx_aminoglycosides,Europe,Upper middle income,no,754.7846525941508,0.0,0.0,754.7846525941508,0.0,0.0,,,
3,Albania,baseline,mg_abx_amphenicols,Europe,Upper middle income,no,330.49560885305505,0.0,0.0,330.49560885305505,0.0,0.0,,,
3,Albania,baseline,mg_abx_arsenicals,Europe,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
3,Albania,baseline,mg_abx_cephalosporins,Europe,Upper middle income,no,38.42350963382875,0.0,0.0,38.42350963382875,0.0,0.0,,,
3,Albania,baseline,mg_abx_glycopeptides,Europe,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
3,Albania,baseline,mg_abx_glycophospholipids,Europe,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
3,Albania,baseline,mg_abx_lincosamides,Europe,Upper middle income,no,426.183810156717,0.0,0.0,426.183810156717,0.0,0.0,,,
3,Albania,baseline,mg_abx_macrolides,Europe,Upper middle income,no,420.5886720606553,0.0,0.0,420.5886720606553,0.0,0.0,,,
3,Albania,baseline,mg_abx_nitrofurans,Europe,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
3,Albania,baseline,mg_abx_orthosomycins,Europe,Upper middle income,no,0.0,0.0,0.0,0.0,0.0,,,,
3,Albania,baseline,mg_abx_other_drugs,Europe,Upper middle income,no,123.89924860607798,0.0,0.0,123.89924860607798,0.0,0.0,,,
