country_iso_code,income_class,fbs_item,extensive,intensive,int_ext_diff
BRA,Upper middle income,Pigmeat,67.618269108,338.091345532,270.473076424
BRA,Upper middle income,Poultry Meat,9.63864903888889,48.19324518611111,38.55459614722223
BRB,High income,Pigmeat,83.75364820266667,418.768240904,335.0145927013333
BRB,High income,Poultry Meat,10.180431359722222,50.90215679861111,40.72172543888889
BRN,High income,Pigmeat,101.37054062933333,506.85270320533334,405.482162576
BRN,High income,Poultry Meat,15.7313067625,78.65653379722222,62.92522703472223
BTN,Lower middle income,Pigmeat,95.186064668,475.93032334000003,380.744258672
BTN,Lower middle income,Poultry Meat,17.5842534125,87.92126707083334,70.33701365833333
BWA,Upper middle income,Pigmeat,14.559145798666666,72.79572899200001,58.236583193333345
BWA,Upper middle income,Poultry Meat,3.1541384444444445,15.770692231944444,12.6165537875
CAF,Low income,Pigmeat,14.69552358,73.47761790266667,58.782094322666666
CAF,Low income,Poultry Meat,3.314379713888888,16.571898572222224,13.257518858333336
CAN,High income,Pigmeat,32.125874937333336,160.62937467466668,128.50349973733336
CAN,High income,Poultry Meat,7.494661298611111,37.47330648611111,29.978645187500003
CHE,High income,Pigmeat,8.050244074666667,40.25122037733333,32.20097630266667
CHE,High income,Poultry Meat,3.070555240277778,15.352776198611112,12.282220958333333
CHL,High income,Pigmeat,37.872358408,189.36179205333335,151.48943364533335
CHL,High income,Poultry Meat,6.102418579166667,30.512092904166668,24.409674325
CHN,Upper middle income,Pigmeat,78.774096508,393.8704825093333,315.0963860013333
CHN,Upper middle income,Poultry Meat,23.732437708333332,118.66218854861113,94.92975084027779
CIV,Lower middle income,Pigmeat,14.629799981333333,73.148999904,58.51919992266666
CIV,Lower middle income,Poultry Meat,3.23715575,16.18577875,12.948623000000001
CMR,Lower middle income,Pigmeat,18.84489006,94.22445010133333,75.37956004133333
CMR,Lower middle income,Poultry Meat,7.041217791666666,35.20608896388889,28.16487117222222
COD,Low income,Pigmeat,14.658845108000001,73.29422553866667,58.635380430666665
COD,Low income,Poultry Meat,3.2712832152777778,16.356416075000002,13.085132859722224
COG,Lower middle income,Pigmeat,14.610695448,73.05347725333333,58.442781805333325
COG,Lower middle income,Poultry Meat,3.2147082944444443,16.07354146666667,12.858833172222225
COK,Unclassified,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
COK,Unclassified,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
COL,Upper middle income,Pigmeat,71.861613292,359.3080664733334,287.44645318133337
COL,Upper middle income,Poultry Meat,9.78112904027778,48.90564520694445,39.124516166666666
COM,Lower middle income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
COM,Lower middle income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
CPV,Lower middle income,Pigmeat,14.595603382666667,72.97801690933333,58.38241352666667
CPV,Lower middle income,Poultry Meat,3.1969754041666665,15.984877019444445,12.787901615277779
CRI,Upper middle income,Pigmeat,74.89692928133333,374.4846463773333,299.587717096
CRI,Upper middle income,Poultry Meat,9.883046730555556,49.41523364583334,39.532186915277784
CUB,Upper middle income,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
CUB,Upper middle income,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
CYP,High income,Pigmeat,95.515562992,477.57781493466666,382.06225194266665
CYP,High income,Poultry Meat,28.31326494166667,141.5663247111111,113.25305976944442
CZE,High income,Pigmeat,11.856153673333333,59.28076836133333,47.424614688
CZE,High income,Poultry Meat,3.5957682555555555,17.97884127638889,14.383073020833336
DEU,High income,Pigmeat,14.537293113333332,72.686465556,58.14917244266667
DEU,High income,Poultry Meat,4.451681494444444,22.258407479166667,17.806725984722224
DJI,Lower middle income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
DJI,Lower middle income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
DMA,Upper middle income,Pigmeat,81.26160698933333,406.30803489199997,325.04642790266666
DMA,Upper middle income,Poultry Meat,10.096755368055556,50.48377683611111,40.38702146805556
DNK,High income,Pigmeat,5.392880228,26.964401144,21.571520916
DNK,High income,Poultry Meat,1.5943943638888887,7.97197155,6.377577186111111
DOM,Upper middle income,Pigmeat,77.67439108933333,388.3719554946667,310.69756440533337
DOM,Upper middle income,Poultry Meat,9.976306373611111,49.881531872222226,39.90522549861112
DZA,Lower middle income,Pigmeat,14.209360666666667,71.04680333333333,56.83744266666666
DZA,Lower middle income,Poultry Meat,2.7431476430555555,13.715738218055556,10.972590575
ECU,Upper middle income,Pigmeat,73.52185322666666,367.6092661053333,294.0874128786666
ECU,Upper middle income,Poultry Meat,9.836875401388891,49.18437700277778,39.347501601388885
EGY,Lower middle income,Pigmeat,14.346770704,71.73385352133333,57.38708281733333
EGY,Lower middle income,Poultry Meat,2.904601793055555,14.523008976388889,11.618407183333334
ERI,Low income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
ERI,Low income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
ESH,Unclassified,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
ESH,Unclassified,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
ESP,High income,Pigmeat,25.824592733333333,129.122963672,103.29837093866666
ESP,High income,Poultry Meat,8.296707609722223,41.483538045833335,33.18683043611111
EST,High income,Pigmeat,10.849836402666666,54.249182016000006,43.39934561333334
EST,High income,Poultry Meat,2.656961325,13.284806629166667,10.627845304166666
ETH,Low income,Pigmeat,14.545561722666665,72.72780862799999,58.18224690533333
ETH,Low income,Poultry Meat,3.1381774194444443,15.690887095833334,12.55270967638889
FIN,High income,Pigmeat,3.3192707466666667,16.596353808,13.277083061333332
FIN,High income,Poultry Meat,1.087766259722222,5.438831295833333,4.351065036111112
FJI,Upper middle income,Pigmeat,96.22536897066666,481.12684484933334,384.9014758786667
FJI,Upper middle income,Poultry Meat,17.272864794444445,86.3643239875,69.09145919305556
FLK,Unclassified,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
FLK,Unclassified,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
FRA,High income,Pigmeat,9.394812892,46.974064455999994,37.579251563999996
FRA,High income,Poultry Meat,7.368128844444445,36.840644223611115,29.47251537916667
FRO,High income,Pigmeat,40.00133007866666,200.00665038933334,160.0053203106667
FRO,High income,Poultry Meat,10.500501583333335,52.50250791250001,42.002006329166676
FSM,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
FSM,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
GAB,Upper middle income,Pigmeat,14.61109754,73.05548770133333,58.44439016133333
GAB,Upper middle income,Poultry Meat,3.215180743055555,16.075903705555557,12.860722962500002
GBR,High income,Pigmeat,1.6089796826666665,8.044897925333334,6.435918242666668
GBR,High income,Poultry Meat,0.1324829777777776,0.6624148916666666,0.5299319138888889
GEO,Upper middle income,Pigmeat,40.15760734133333,200.788036696,160.63042935466666
GEO,Upper middle income,Poultry Meat,10.522104061111111,52.61052029722222,42.088416236111115
GHA,Lower middle income,Pigmeat,14.697494556,73.48747278266666,58.789978226666655
GHA,Lower middle income,Poultry Meat,3.3166955722222227,16.583477856944445,13.266782284722222
GIN,Low income,Pigmeat,14.541084282666667,72.70542142933334,58.164337146666675
GIN,Low income,Poultry Meat,3.132916511111111,15.664582558333333,12.531666047222222
GLP,Unclassified,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
GLP,Unclassified,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
GMB,Low income,Pigmeat,14.618606581333333,73.09303290933333,58.474426328
GMB,Low income,Poultry Meat,3.224003720833333,16.12001860277778,12.896014881944446
GNB,Low income,Pigmeat,14.659377975999998,73.29688987866666,58.63751190266666
GNB,Low income,Poultry Meat,3.2719093222222217,16.35954661527778,13.087637293055558
GNQ,Upper middle income,Pigmeat,14.53378262,72.66891308533333,58.13513046533333
GNQ,Upper middle income,Poultry Meat,3.1243371972222223,15.621685979166667,12.497348781944446
GRC,High income,Pigmeat,37.58872543066666,187.94362689866668,150.354901468
GRC,High income,Poultry Meat,11.494223630555554,57.47111814027778,45.97689450972223
GRD,Upper middle income,Pigmeat,83.75133097333332,418.756654868,335.0053238946667
GRD,Upper middle income,Poultry Meat,10.180353554166667,50.90176776944445,40.72141421527778
GRL,High income,Pigmeat,40.00133007866666,200.00665038933334,160.0053203106667
GRL,High income,Poultry Meat,10.500501583333335,52.50250791250001,42.002006329166676
GTM,Upper middle income,Pigmeat,73.88014324533333,369.40071625999997,295.52057301466664
GTM,Upper middle income,Poultry Meat,9.848905808333333,49.24452905416667,39.395623245833335
GUF,Unclassified,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
GUF,Unclassified,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
GUM,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
GUM,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
GUY,Upper middle income,Pigmeat,90.26253204133333,451.31266029466667,361.05012825333336
GUY,Upper middle income,Poultry Meat,10.39898204861111,51.99491024166667,41.59592819305556
HKG,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
HKG,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
HND,Lower middle income,Pigmeat,79.52368389733334,397.6184195386666,318.0947356413333
HND,Lower middle income,Poultry Meat,10.038400616666667,50.192003086111114,40.15360246944445
HRV,High income,Pigmeat,15.209117457333335,76.04558718533333,60.836469728
HRV,High income,Poultry Meat,4.681196479166666,23.40598240138889,18.724785922222225
HTI,Lower middle income,Pigmeat,75.06457913866666,375.322895656,300.25831651733336
HTI,Lower middle income,Poultry Meat,9.888675956944445,49.44337978888889,39.554703831944444
HUN,High income,Pigmeat,29.02017324,145.10086621066668,116.08069297066669
HUN,High income,Poultry Meat,7.230278354166667,36.15139176527778,28.92111341111111
IDN,Lower middle income,Pigmeat,94.34980629733333,471.7490314826666,377.3992251853333
IDN,Lower middle income,Poultry Meat,17.83480692361111,89.17403462638889,71.33922770277778
IND,Lower middle income,Pigmeat,93.41604225466668,467.0802113853333,373.66416913066666
IND,Lower middle income,Poultry Meat,18.11457435277778,90.57287178194444,72.45829742916666
IRL,High income,Pigmeat,8.598848290666666,42.99424146133333,34.395393170666665
IRL,High income,Poultry Meat,2.792103208333333,13.960516052777777,11.168412844444443
IRN,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
IRN,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
IRQ,Upper middle income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
IRQ,Upper middle income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
ISL,High income,Pigmeat,1.8334351439999996,9.167175390666666,7.333740246666666
ISL,High income,Poultry Meat,0.630039720833333,3.150198601388889,2.520158880555556
ISR,High income,Pigmeat,41.26116484666667,206.30582422,165.04465937333333
ISR,High income,Poultry Meat,10.674650733333333,53.373253661111114,42.698602927777785
ITA,High income,Pigmeat,33.28757910533333,166.43789552666667,133.15031642133334
ITA,High income,Poultry Meat,10.4837260375,52.4186301875,41.93490415
JAM,Upper middle income,Pigmeat,82.73239607066667,413.661980256,330.92958418533334
JAM,Upper middle income,Poultry Meat,10.146140477777777,50.730702397222224,40.58456191944445
JOR,Upper middle income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
JOR,Upper middle income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
JPN,High income,Pigmeat,64.33419423733334,321.6709711733333,257.336776936
JPN,High income,Poultry Meat,5.25495205,26.27476025277778,21.01980820277778
KAZ,Upper middle income,Pigmeat,38.933835458666664,194.66917729466664,155.73534183599998
KAZ,Upper middle income,Poultry Meat,10.352939945833334,51.76469972777778,41.41175978194445
KEN,Lower middle income,Pigmeat,14.7237703,73.6188515,58.89508120000001
KEN,Lower middle income,Poultry Meat,3.3475690666666673,16.737845331944445,13.390276265277778
KGZ,Lower middle income,Pigmeat,40.04691171333333,200.23455857466666,160.18764686133335
KGZ,Lower middle income,Poultry Meat,10.506802409722223,52.53401206805555,42.027209658333334
KHM,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
KHM,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
KIR,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
KIR,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
KNA,High income,Pigmeat,88.004584012,440.02292006666664,352.01833605466663
KNA,High income,Poultry Meat,10.323166270833333,51.615831347222226,41.29266507638889
KOR,High income,Pigmeat,57.213926304,286.0696315,228.85570519600003
KOR,High income,Poultry Meat,22.6572610875,113.28630543472222,90.62904434722222
KWT,High income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
KWT,High income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
LAO,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
LAO,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
LBN,Upper middle income,Pigmeat,29.84215849066667,149.210792448,119.36863395733334
LBN,Upper middle income,Poultry Meat,6.818197991666667,34.09098996111111,27.272791969444448
LBR,Low income,Pigmeat,14.554604261333333,72.773021304,58.218417042666665
LBR,Low income,Poultry Meat,3.148802225,15.744011125000002,12.595208900000003
LBY,Upper middle income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
LBY,Upper middle income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
LCA,Upper middle income,Pigmeat,81.054536872,405.27268428,324.21814740800005
LCA,Upper middle income,Poultry Meat,10.0898025125,50.4490125625,40.35921005
LIE,High income,Pigmeat,40.00133007866666,200.00665038933334,160.0053203106667
LIE,High income,Poultry Meat,10.500501583333335,52.50250791250001,42.002006329166676
LKA,Lower middle income,Pigmeat,96.89079841866666,484.45399209466666,387.56319367599997
LKA,Lower middle income,Poultry Meat,17.073493777777777,85.36746890277777,68.293975125
LSO,Lower middle income,Pigmeat,14.642426114666666,73.21213056,58.56970444533334
LSO,Lower middle income,Poultry Meat,3.251991211111111,16.259956052777778,13.007964841666666
LTU,High income,Pigmeat,4.643561127999999,23.217805648,18.57424452
LTU,High income,Poultry Meat,1.3534096611111108,6.767048305555556,5.413638644444445
LUX,High income,Pigmeat,5.440203233333333,27.201016165333336,21.760812932
LUX,High income,Poultry Meat,1.7699233708333328,8.849616852777778,7.079693481944446
LVA,High income,Pigmeat,7.660075297333332,38.30037648533334,30.640301188000006
LVA,High income,Poultry Meat,2.645825836111111,13.229129179166668,10.583303343055556
MAC,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
MAC,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
MAR,Lower middle income,Pigmeat,14.286871318666666,71.43435658666667,57.147485268
MAR,Lower middle income,Poultry Meat,2.834221169444444,14.171105845833333,11.33688467638889
MCO,High income,Pigmeat,40.00133007866666,200.00665038933334,160.0053203106667
MCO,High income,Poultry Meat,10.500501583333335,52.50250791250001,42.002006329166676
MDA,Upper middle income,Pigmeat,51.423659302666664,257.1182965173333,205.69463721466664
MDA,Upper middle income,Poultry Meat,12.079430009722223,60.39715005138889,48.31772004166667
MDG,Low income,Pigmeat,14.731319409333334,73.65659704266666,58.92527763333332
MDG,Low income,Poultry Meat,3.3564391236111106,16.78219562083333,13.42575649722222
MDV,Upper middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
MDV,Upper middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
MEX,Upper middle income,Pigmeat,69.32066618533334,346.60333098533334,277.2826648
MEX,Upper middle income,Poultry Meat,9.695810922222222,48.479054615277775,38.78324369305555
MHL,Upper middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
MHL,Upper middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
MKD,Upper middle income,Pigmeat,40.665744993333334,203.32872495733332,162.662979964
MKD,Upper middle income,Poultry Meat,10.5923448125,52.96172406111111,42.36937924861111
MLI,Low income,Pigmeat,14.631119326666667,73.15559663733333,58.52447731066667
MLI,Low income,Poultry Meat,3.238705956944444,16.193529781944445,12.954823825000002
MLT,High income,Pigmeat,26.919282788,134.59641393466669,107.67713114666668
MLT,High income,Poultry Meat,7.906695373611111,39.53347687083334,31.62678149722223
MMR,Lower middle income,Pigmeat,93.45695862,467.2847929586667,373.82783433866666
MMR,Lower middle income,Poultry Meat,18.102315301388888,90.51157649861112,72.40926119722224
MNE,Upper middle income,Pigmeat,40.48081516133333,202.40407582,161.92326065866666
MNE,Upper middle income,Poultry Meat,10.566781640277778,52.83390819444444,42.267126554166666
MNG,Lower middle income,Pigmeat,93.79352639999999,468.9676320653333,375.1741056653333
MNG,Lower middle income,Poultry Meat,18.001475366666668,90.00737683611112,72.00590146944445
MNP,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
MNP,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
MOZ,Low income,Pigmeat,14.670318246666668,73.35159124933332,58.68127300266666
MOZ,Low income,Poultry Meat,3.284763933333333,16.423819666666667,13.139055733333333
MRT,Lower middle income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
MRT,Lower middle income,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
MSR,Unclassified,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
MSR,Unclassified,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
MTQ,Unclassified,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
MTQ,Unclassified,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
MUS,Upper middle income,Pigmeat,14.347955494666666,71.739777472,57.391821977333336
MUS,Upper middle income,Poultry Meat,2.9059939027777775,14.529969512500001,11.623975609722223
MWI,Low income,Pigmeat,14.688883021333332,73.444415104,58.75553208266667
MWI,Low income,Poultry Meat,3.306577186111111,16.532885934722223,13.226308748611112
MYS,Upper middle income,Pigmeat,94.27658492533332,471.382924544,377.10633961866665
MYS,Upper middle income,Poultry Meat,17.856744968055555,89.28372484305557,71.42697987500001
MYT,Unclassified,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
MYT,Unclassified,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
NAM,Upper middle income,Pigmeat,14.689103125333334,73.44551560800001,58.756412482666676
NAM,Upper middle income,Poultry Meat,3.3068358,16.53417899722222,13.22734319722222
NCL,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
NCL,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
NER,Low income,Pigmeat,14.711757573333333,73.558787864,58.847030290666666
NER,Low income,Poultry Meat,3.333454344444444,16.667271723611112,13.333817379166668
NGA,Lower middle income,Pigmeat,14.753508721333334,73.76754360666668,59.014034885333345
NGA,Lower middle income,Poultry Meat,3.3825111430555554,16.912555708333336,13.53004456527778
NIC,Lower middle income,Pigmeat,78.37243290666666,391.86216449200003,313.4897315853334
NIC,Lower middle income,Poultry Meat,9.999744727777777,49.99872363888889,39.99897891111111
NIU,Unclassified,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
NIU,Unclassified,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
NLD,High income,Pigmeat,5.633765696,28.16882848,22.535062783999997
NLD,High income,Poultry Meat,1.6827389694444446,8.413694854166668,6.730955884722223
NOR,High income,Pigmeat,1.7516125719999998,8.758062855999999,7.006450283999999
NOR,High income,Poultry Meat,0.6280960749999996,3.1404803805555557,2.512384305555556
NPL,Lower middle income,Pigmeat,93.54727302266667,467.73636506133334,374.1890920386667
NPL,Lower middle income,Poultry Meat,18.075255969444445,90.37627985555555,72.30102388611111
NRU,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
NRU,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
NZL,High income,Pigmeat,5.082414446666666,25.412072436,20.329657989333334
NZL,High income,Poultry Meat,0.8017300138888886,4.008650077777777,3.2069200638888886
OMN,High income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
OMN,High income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
PAK,Lower middle income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
PAK,Lower middle income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
PAN,Upper middle income,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
PAN,Upper middle income,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
PER,Upper middle income,Pigmeat,76.94209134666667,384.710456752,307.7683654053334
PER,Upper middle income,Poultry Meat,9.951717730555556,49.7585886625,39.806870931944445
PHL,Lower middle income,Pigmeat,93.35933681866666,466.7966841573333,373.43734733866665
PHL,Lower middle income,Poultry Meat,18.131564015277778,90.65782007777777,72.5262560625
PLW,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
PLW,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
PNG,Lower middle income,Pigmeat,95.09994548266667,475.49972736133327,380.3997818786666
PNG,Lower middle income,Poultry Meat,17.61005580277778,88.05027902500001,70.44022322222223
POL,High income,Pigmeat,35.703611810666665,178.518059048,142.81444723733333
POL,High income,Poultry Meat,9.665759180555556,48.328795886111116,38.66303670555556
PRI,High income,Pigmeat,76.51854394266667,382.5927196933334,306.0741757506667
PRI,High income,Poultry Meat,9.937496159722222,49.68748078888889,39.74998462916667
PRK,Low income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
PRK,Low income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
PRT,High income,Pigmeat,39.637930348,198.18965178,158.551721432
PRT,High income,Poultry Meat,10.782330538888889,53.911652698611114,43.12932215972222
PRY,Upper middle income,Pigmeat,71.42394889466667,357.11974443733334,285.6957955426667
PRY,Upper middle income,Poultry Meat,9.766433458333333,48.832167283333334,39.065733825
PSE,Lower middle income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
PSE,Lower middle income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
PYF,High income,Pigmeat,94.28702023733334,471.43510125066666,377.14808101333335
PYF,High income,Poultry Meat,17.85361841388889,89.26809207083333,71.41447365694444
QAT,High income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
QAT,High income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
REU,Unclassified,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
REU,Unclassified,Poultry Meat,3.2729993361111114,16.36499667361111,13.091997337499999
ROU,Upper middle income,Pigmeat,25.570989688,127.85494848266667,102.28395879466667
ROU,Upper middle income,Poultry Meat,7.569468606944445,37.84734303194445,30.277874425000004
RUS,Upper middle income,Pigmeat,37.867451550666665,189.337257732,151.46980618133335
RUS,Upper middle income,Poultry Meat,10.205531845833333,51.027659222222226,40.82212737638889
RWA,Low income,Pigmeat,14.665008234666665,73.32504116533333,58.66003293066667
RWA,Low income,Poultry Meat,3.2785247694444446,16.392623847222225,13.11409907777778
SAU,High income,Pigmeat,31.129701546666666,155.64850775466667,124.518806208
SAU,High income,Poultry Meat,7.536348427777777,37.68174212777778,30.145393700000003
SDN,Low income,Pigmeat,14.66030566,73.30152828799999,58.64122262799999
