country_code,country,gleam_region,fbs_item_code,fbs_item,feed,meat,total_footprint,fraction_from_feed,income_class
6,Andorra,Western Europe,2731,Bovine Meat,0.0019323671497584,135.226486834,135.22841920114976,1.4289652731087833e-05,High income
6,Andorra,Western Europe,2732,Mutton & Goat Meat,0.0,343.8313571943396,343.8313571943396,0.0,High income
7,Angola,Sub-Saharan Africa,2731,Bovine Meat,0.0019323671497584,43.343104826,43.34503719314976,4.458104721764528e-05,Lower middle income
7,Angola,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Lower middle income
7,Angola,Sub-Saharan Africa,2733,Pigmeat,0.11133184243140867,73.66076080666667,73.77209264909808,0.0015091322264771051,Lower middle income
7,Angola,Sub-Saharan Africa,2734,Poultry Meat,1.3167707488186875,16.787087954166665,18.103858702985352,0.07273425905613978,Lower middle income
8,Antigua and Barbuda,Latin America and the Caribbean,2731,Bovine Meat,0.0019323671497584,103.34746921799999,103.34940158514975,1.8697419821694075e-05,High income
8,Antigua and Barbuda,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,High income
8,Antigua and Barbuda,Latin America and the Caribbean,2733,Pigmeat,0.0,414.7940099813334,414.7940099813334,0.0,High income
8,Antigua and Barbuda,Latin America and the Caribbean,2734,Poultry Meat,0.0,50.7687128875,50.7687128875,0.0,High income
9,Argentina,Latin America and the Caribbean,2731,Bovine Meat,0.0040155921579181995,101.66037528800001,101.66439088015792,3.949851194851286e-05,Upper middle income
9,Argentina,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
9,Argentina,Latin America and the Caribbean,2733,Pigmeat,0.0001807551423185,349.3380774746667,349.338258229809,5.174215479130026e-07,Upper middle income
9,Argentina,Latin America and the Caribbean,2734,Poultry Meat,0.000885170299102,48.57087999583334,48.57176516613244,1.822396810316462e-05,Upper middle income
10,Australia,Oceania,2731,Bovine Meat,0.0059656334921161,232.02837952599998,232.0343451594921,2.5710131351527023e-05,High income
10,Australia,Oceania,2732,Mutton & Goat Meat,0.0008813521433019629,681.5694554056604,681.5703367578037,1.2931198671211417e-06,High income
10,Australia,Oceania,2733,Pigmeat,0.0010713193201043706,462.7261618586666,462.7272331779867,2.3152285910353813e-06,High income
10,Australia,Oceania,2734,Poultry Meat,0.005303401039013899,91.87739968472222,91.88270308576124,5.7719253579902025e-05,High income
11,Austria,Western Europe,2731,Bovine Meat,0.00634110529251,14.368515976000001,14.374857081292511,0.0004411247539123249,High income
11,Austria,Western Europe,2732,Mutton & Goat Meat,0.0009605203710144,111.76329600377358,111.76425652414459,8.594164188860303e-06,High income
11,Austria,Western Europe,2733,Pigmeat,0.0007057515998535,46.12985109733333,46.13055684893318,1.529900456577344e-05,High income
11,Austria,Western Europe,2734,Poultry Meat,0.0078382017363336,14.67100496111111,14.678843162847445,0.0005339795274992994,High income
12,Bahamas,Latin America and the Caribbean,2731,Bovine Meat,0.0019323671497584,104.333048658,104.33498102514976,1.8520798401186332e-05,High income
12,Bahamas,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,High income
12,Bahamas,Latin America and the Caribbean,2733,Pigmeat,0.0,453.03255739733333,453.03255739733333,0.0,High income
12,Bahamas,Latin America and the Caribbean,2734,Poultry Meat,0.0002824464810791626,52.052659726388896,52.052942172869976,5.426138644404502e-06,High income
13,Bahrain,Near East and North Africa,2731,Bovine Meat,0.0019323671497584,103.57882426399999,103.58075663114975,1.865565779403933e-05,High income
13,Bahrain,Near East and North Africa,2732,Mutton & Goat Meat,0.0,209.73395230377355,209.73395230377355,0.0,High income
13,Bahrain,Near East and North Africa,2733,Pigmeat,0.0,155.64850775466667,155.64850775466667,0.0,High income
13,Bahrain,Near East and North Africa,2734,Poultry Meat,0.0,37.68174212777778,37.68174212777778,0.0,High income
14,Barbados,Latin America and the Caribbean,2731,Bovine Meat,0.0019323671497584,103.44990302400001,103.45183539114977,1.8678906395929564e-05,High income
14,Barbados,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,High income
14,Barbados,Latin America and the Caribbean,2733,Pigmeat,8.208926146047396e-06,418.768240904,418.7682491129261,1.9602551443277533e-08,High income
14,Barbados,Latin America and the Caribbean,2734,Poultry Meat,0.00011761793555287086,50.90215679861111,50.90227441654666,2.310661692449584e-06,High income
16,Bangladesh,South Asia,2731,Bovine Meat,0.0019323671497584,222.11566369599998,222.11759606314973,8.699748169474215e-06,Lower middle income
16,Bangladesh,South Asia,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,Lower middle income
16,Bangladesh,South Asia,2733,Pigmeat,0.0,471.43510125066666,471.43510125066666,0.0,Lower middle income
16,Bangladesh,South Asia,2734,Poultry Meat,5.97232505410493,89.26809207083335,95.24041712493828,0.06270788426168183,Lower middle income
17,Bermuda,North America,2731,Bovine Meat,0.0019323671497584,102.517497052,102.51942941914976,1.884878954854435e-05,High income
17,Bermuda,North America,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,High income
17,Bermuda,North America,2733,Pigmeat,0.0,382.5927196933333,382.5927196933333,0.0,High income
17,Bermuda,North America,2734,Poultry Meat,0.0,49.68748078888889,49.68748078888889,0.0,High income
18,Bhutan,South Asia,2731,Bovine Meat,0.0019323671497584,216.99909803,217.00103039714975,8.904875457143365e-06,Lower middle income
18,Bhutan,South Asia,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,Lower middle income
18,Bhutan,South Asia,2733,Pigmeat,0.0,475.93032334000003,475.93032334000003,0.0,Lower middle income
18,Bhutan,South Asia,2734,Poultry Meat,0.0,87.92126707083332,87.92126707083332,0.0,Lower middle income
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2731,Bovine Meat,0.0172608150557498,102.29534862,102.31260943505575,0.00016870662522498094,Lower middle income
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Lower middle income
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2733,Pigmeat,0.006583768077409337,373.9737965213333,373.98038028941073,1.7604581481826353e-05,Lower middle income
19,Bolivia (Plurinational State of),Latin America and the Caribbean,2734,Poultry Meat,0.04311990169579138,49.3980807,49.44120060169579,0.0008721451172509027,Lower middle income
20,Botswana,Sub-Saharan Africa,2731,Bovine Meat,0.0019389105505308174,39.74568078,39.74761969055053,4.8780544989258004e-05,Upper middle income
20,Botswana,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Upper middle income
20,Botswana,Sub-Saharan Africa,2733,Pigmeat,0.0,72.79572899200001,72.79572899200001,0.0,Upper middle income
20,Botswana,Sub-Saharan Africa,2734,Poultry Meat,0.0001825154708625,15.770692231944444,15.770874747415307,1.157294530491484e-05,Upper middle income
21,Brazil,Latin America and the Caribbean,2731,Bovine Meat,0.0,101.370496394,101.370496394,0.0,Upper middle income
21,Brazil,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
21,Brazil,Latin America and the Caribbean,2733,Pigmeat,0.0,338.091345532,338.091345532,0.0,Upper middle income
21,Brazil,Latin America and the Caribbean,2734,Poultry Meat,0.0,48.19324518611111,48.19324518611111,0.0,Upper middle income
22,Aruba,Latin America and the Caribbean,2731,Bovine Meat,0.0019323671497584,102.517497052,102.51942941914976,1.884878954854435e-05,High income
22,Aruba,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,High income
22,Aruba,Latin America and the Caribbean,2733,Pigmeat,0.0,382.5927196933333,382.5927196933333,0.0,High income
22,Aruba,Latin America and the Caribbean,2734,Poultry Meat,0.0,49.68748078888889,49.68748078888889,0.0,High income
23,Belize,Latin America and the Caribbean,2731,Bovine Meat,0.0698470675004934,103.31181212,103.38165918750049,0.0006756233944148031,Lower middle income
23,Belize,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Lower middle income
23,Belize,Latin America and the Caribbean,2733,Pigmeat,0.0,413.410584884,413.410584884,0.0,Lower middle income
23,Belize,Latin America and the Caribbean,2734,Poultry Meat,0.023547385411519062,50.72226122083333,50.74580860624485,0.00046402621336141814,Lower middle income
25,Solomon Islands,Oceania,2731,Bovine Meat,0.0019323671497584,222.11566369599998,222.11759606314973,8.699748169474215e-06,Lower middle income
25,Solomon Islands,Oceania,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,Lower middle income
25,Solomon Islands,Oceania,2733,Pigmeat,0.3657454430530837,471.43510125066666,471.80084669371973,0.0007752115020906601,Lower middle income
25,Solomon Islands,Oceania,2734,Poultry Meat,0.0,89.26809207083335,89.26809207083335,0.0,Lower middle income
26,Brunei Darussalam,East Asia and Southeast Asia,2731,Bovine Meat,0.0019323671497584,181.80253163999998,181.80446400714973,1.0628821246558648e-05,High income
26,Brunei Darussalam,East Asia and Southeast Asia,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,High income
26,Brunei Darussalam,East Asia and Southeast Asia,2733,Pigmeat,0.0,506.85270320533334,506.85270320533334,0.0,High income
26,Brunei Darussalam,East Asia and Southeast Asia,2734,Poultry Meat,0.0,78.65653379722222,78.65653379722222,0.0,High income
27,Bulgaria,Eastern Europe,2731,Bovine Meat,0.0,120.037096684,120.037096684,0.0,Upper middle income
27,Bulgaria,Eastern Europe,2732,Mutton & Goat Meat,0.0,289.97796970566037,289.97796970566037,0.0,Upper middle income
27,Bulgaria,Eastern Europe,2733,Pigmeat,0.0,194.24880955733335,194.24880955733335,0.0,Upper middle income
27,Bulgaria,Eastern Europe,2734,Poultry Meat,0.0,62.838886893055566,62.838886893055566,0.0,Upper middle income
28,Myanmar,East Asia and Southeast Asia,2731,Bovine Meat,0.9935887183756884,226.839640186,227.8332289043757,0.004361035144670268,Lower middle income
28,Myanmar,East Asia and Southeast Asia,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,Lower middle income
28,Myanmar,East Asia and Southeast Asia,2733,Pigmeat,0.7755103912294908,467.2847929586667,468.0603033498962,0.0016568599936358241,Lower middle income
28,Myanmar,East Asia and Southeast Asia,2734,Poultry Meat,2.509134202661223,90.51157649861112,93.02071070127235,0.026973930684308377,Lower middle income
29,Burundi,Sub-Saharan Africa,2731,Bovine Meat,0.0273288658558111,41.639790252,41.66711911785581,0.0006558856583895605,Low income
29,Burundi,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Low income
29,Burundi,Sub-Saharan Africa,2733,Pigmeat,0.01678419116090405,73.25118403866666,73.26796822982757,0.00022907952228530835,Low income
29,Burundi,Sub-Saharan Africa,2734,Poultry Meat,0.14785575823890457,16.305843143055554,16.45369890129446,0.008986171384677055,Low income
32,Cameroon,Sub-Saharan Africa,2731,Bovine Meat,0.0019323671497584,58.383438811999994,58.38537117914975,3.309676911754354e-05,Lower middle income
32,Cameroon,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,174.9134406698113,174.9134406698113,0.0,Lower middle income
32,Cameroon,Sub-Saharan Africa,2733,Pigmeat,0.01514662074171859,94.22445010133333,94.23959672207505,0.00016072459208827012,Lower middle income
32,Cameroon,Sub-Saharan Africa,2734,Poultry Meat,0.03776975134050181,35.20608896388889,35.24385871522939,0.0010716690146127768,Lower middle income
33,Canada,North America,2731,Bovine Meat,0.0101922991843026,91.664275856,91.6744681551843,0.00011117925622485558,High income
33,Canada,North America,2732,Mutton & Goat Meat,0.0063955753171463,197.97741510377358,197.98381067909074,3.230352671367055e-05,High income
33,Canada,North America,2733,Pigmeat,0.0007559400688345,160.62937467466668,160.63013061473552,4.70609135372983e-06,High income
33,Canada,North America,2734,Poultry Meat,0.0065011920377389,37.47330648611111,37.47980767814885,0.00017345852181437869,High income
35,Cabo Verde,Sub-Saharan Africa,2731,Bovine Meat,0.0019323671497584,40.50376496,40.505697327149754,4.770605809230674e-05,Lower middle income
35,Cabo Verde,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Lower middle income
35,Cabo Verde,Sub-Saharan Africa,2733,Pigmeat,0.025517101004949295,72.97801690933333,73.00353401033829,0.00034953240758640164,Lower middle income
35,Cabo Verde,Sub-Saharan Africa,2734,Poultry Meat,0.0,15.984877019444443,15.984877019444443,0.0,Lower middle income
37,Central African Republic,Sub-Saharan Africa,2731,Bovine Meat,0.0019323671497584,42.581465022,42.58339738914976,4.5378416665523425e-05,Low income
37,Central African Republic,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Low income
37,Central African Republic,Sub-Saharan Africa,2733,Pigmeat,0.002864212438859249,73.47761790266667,73.48048211510553,3.897922763180193e-05,Low income
37,Central African Republic,Sub-Saharan Africa,2734,Poultry Meat,0.0171242836711745,16.571898572222224,16.5890228558934,0.0010322659640613456,Low income
38,Sri Lanka,South Asia,2731,Bovine Meat,0.0573722083722023,207.29726161399998,207.3546338223722,0.00027668640586710734,Lower middle income
38,Sri Lanka,South Asia,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,Lower middle income
38,Sri Lanka,South Asia,2733,Pigmeat,0.047991683527840764,484.45399209466666,484.50198377819453,9.905363679545098e-05,Lower middle income
38,Sri Lanka,South Asia,2734,Poultry Meat,0.031420077128709506,85.36746890277777,85.39888897990649,0.0003679213805240761,Lower middle income
39,Chad,Sub-Saharan Africa,2731,Bovine Meat,0.0019323671497584,43.221489391999995,43.22342175914975,4.470648252991093e-05,Low income
39,Chad,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Low income
39,Chad,Sub-Saharan Africa,2733,Pigmeat,0.010024130815250411,73.63151730533333,73.64154143614859,0.0001361206001362954,Low income
39,Chad,Sub-Saharan Africa,2734,Poultry Meat,0.23464273007697287,16.752727419444444,16.987370149521418,0.013812775492125449,Low income
40,Chile,Latin America and the Caribbean,2731,Bovine Meat,0.009996180270029801,442.512834754,442.52283093427,2.258907240768913e-05,High income
40,Chile,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,1039.3845324113208,1039.3845324113208,0.0,High income
40,Chile,Latin America and the Caribbean,2733,Pigmeat,0.0013102871927443578,189.36179205333332,189.36310234052607,6.919442998922288e-06,High income
40,Chile,Latin America and the Caribbean,2734,Poultry Meat,0.006471162105989246,30.512092904166664,30.518564066272653,0.0002120401894380345,High income
41,"China, mainland",East Asia and Southeast Asia,2731,Bovine Meat,0.0463324063112515,377.652105872,377.69843827831124,0.00012267036772100964,Upper middle income
41,"China, mainland",East Asia and Southeast Asia,2732,Mutton & Goat Meat,0.0041160476795111,999.3039743283018,999.3080903759814,4.118897584390086e-06,Upper middle income
41,"China, mainland",East Asia and Southeast Asia,2733,Pigmeat,0.0114553755982687,393.8704825093333,393.8819378849316,2.9083272159626845e-05,Upper middle income
41,"China, mainland",East Asia and Southeast Asia,2734,Poultry Meat,0.1963517736257094,118.66218854861113,118.85854032223683,0.0016519786722382845,Upper middle income
44,Colombia,Latin America and the Caribbean,2731,Bovine Meat,0.11003780834435059,101.91734676600001,102.02738457434435,0.0010785124876367804,Upper middle income
44,Colombia,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
44,Colombia,Latin America and the Caribbean,2733,Pigmeat,0.02295905485957875,359.3080664733333,359.3310255281929,6.38938839913154e-05,Upper middle income
44,Colombia,Latin America and the Caribbean,2734,Poultry Meat,0.06624814438528467,48.90564520694445,48.97189335132973,0.0013527789074850183,Upper middle income
45,Comoros,Sub-Saharan Africa,2731,Bovine Meat,0.7439408968977984,41.849157844000004,42.5930987408978,0.017466230889265355,Lower middle income
45,Comoros,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Lower middle income
45,Comoros,Sub-Saharan Africa,2733,Pigmeat,0.0,73.30152828799999,73.30152828799999,0.0,Lower middle income
45,Comoros,Sub-Saharan Africa,2734,Poultry Meat,1.3612024332078798,16.36499667361111,17.72619910681899,0.0767904289580188,Lower middle income
46,Congo,Sub-Saharan Africa,2731,Bovine Meat,0.0019323671497584,40.817583298,40.81951566514976,4.7339296370147426e-05,Lower middle income
46,Congo,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Lower middle income
46,Congo,Sub-Saharan Africa,2733,Pigmeat,0.14274499915733216,73.05347725333333,73.19622225249066,0.0019501689399342595,Lower middle income
46,Congo,Sub-Saharan Africa,2734,Poultry Meat,0.2405160893767808,16.07354146666667,16.314057556043448,0.014742873656693887,Lower middle income
47,Cook Islands,Oceania,2731,Bovine Meat,0.0019323671497584,222.11566369599998,222.11759606314973,8.699748169474215e-06,Unclassified
47,Cook Islands,Oceania,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,Unclassified
48,Costa Rica,Latin America and the Caribbean,2731,Bovine Meat,0.0091809503299764,102.30851552600001,102.31769647632998,8.972983800608047e-05,Upper middle income
48,Costa Rica,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
48,Costa Rica,Latin America and the Caribbean,2733,Pigmeat,0.001366201781281407,374.4846463773333,374.48601257911463,3.6482051008321188e-06,Upper middle income
48,Costa Rica,Latin America and the Caribbean,2734,Poultry Meat,0.01237658712364412,49.41523364583334,49.42761023295699,0.00025039825039713834,Upper middle income
49,Cuba,Latin America and the Caribbean,2731,Bovine Meat,0.8330584137078862,102.517497052,103.35055546570788,0.008060512204835689,Upper middle income
49,Cuba,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
50,Cyprus,Near East and North Africa,2731,Bovine Meat,0.0,292.10688055,292.10688055,0.0,High income
50,Cyprus,Near East and North Africa,2732,Mutton & Goat Meat,0.0,973.5877091207548,973.5877091207548,0.0,High income
50,Cyprus,Near East and North Africa,2733,Pigmeat,0.0,477.5778149346666,477.5778149346666,0.0,High income
50,Cyprus,Near East and North Africa,2734,Poultry Meat,0.0,141.56632471111112,141.56632471111112,0.0,High income
52,Azerbaijan,Near East and North Africa,2731,Bovine Meat,0.0019323671497584,144.10758641799998,144.10951878514973,1.3409018127659779e-05,Upper middle income
52,Azerbaijan,Near East and North Africa,2732,Mutton & Goat Meat,0.0,343.8313571943396,343.8313571943396,0.0,Upper middle income
52,Azerbaijan,Near East and North Africa,2733,Pigmeat,0.0,216.816265688,216.816265688,0.0,Upper middle income
52,Azerbaijan,Near East and North Africa,2734,Poultry Meat,0.029025926365438513,54.8261302625,54.85515618886544,0.0005291376122511201,Upper middle income
53,Benin,Sub-Saharan Africa,2731,Bovine Meat,0.39650719873599904,42.560006238,42.956513436735996,0.009230432523811626,Lower middle income
53,Benin,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Lower middle income
53,Benin,Sub-Saharan Africa,2733,Pigmeat,0.47670497352993624,73.47245795866667,73.9491629321966,0.0064463876888913975,Lower middle income
53,Benin,Sub-Saharan Africa,2734,Poultry Meat,2.667307295169202,16.565835733333333,19.233143028502536,0.13868286068566063,Lower middle income
54,Denmark,Western Europe,2731,Bovine Meat,0.0,28.959786718,28.959786718,0.0,High income
54,Denmark,Western Europe,2732,Mutton & Goat Meat,0.0,2998.644080373585,2998.644080373585,0.0,High income
54,Denmark,Western Europe,2733,Pigmeat,0.0,26.964401144,26.964401144,0.0,High income
54,Denmark,Western Europe,2734,Poultry Meat,0.0,7.97197155,7.97197155,0.0,High income
55,Dominica,Latin America and the Caribbean,2731,Bovine Meat,0.005206060954492201,103.128747462,103.1339535229545,5.047863265838528e-05,Upper middle income
55,Dominica,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
55,Dominica,Latin America and the Caribbean,2733,Pigmeat,0.0,406.30803489199997,406.30803489199997,0.0,Upper middle income
55,Dominica,Latin America and the Caribbean,2734,Poultry Meat,0.0,50.48377683611111,50.48377683611111,0.0,Upper middle income
56,Dominican Republic,Latin America and the Caribbean,2731,Bovine Meat,0.09941340123743789,102.666453974,102.76586737523745,0.0009673776301078798,Upper middle income
56,Dominican Republic,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
56,Dominican Republic,Latin America and the Caribbean,2733,Pigmeat,0.012588340691972386,388.3719554946667,388.38454383535867,3.241205370239643e-05,Upper middle income
56,Dominican Republic,Latin America and the Caribbean,2734,Poultry Meat,0.04840017224658771,49.88153187222222,49.929932044468806,0.0009693618690183944,Upper middle income
57,Belarus,Eastern Europe,2731,Bovine Meat,0.9841203002885127,131.75121965,132.7353399502885,0.0074141543665543885,Upper middle income
57,Belarus,Eastern Europe,2732,Mutton & Goat Meat,0.3614391617667677,343.8313571943396,344.1927963561064,0.0010501067006434906,Upper middle income
57,Belarus,Eastern Europe,2733,Pigmeat,0.19620540135406972,193.42887203733335,193.6250774386874,0.0010133263932002785,Upper middle income
57,Belarus,Eastern Europe,2734,Poultry Meat,0.6637552200868257,51.59325017638889,52.25700539647572,0.012701746207056677,Upper middle income
58,Ecuador,Latin America and the Caribbean,2731,Bovine Meat,0.0034715166119527073,102.13130602999999,102.13477754661194,3.3989564527796494e-05,Upper middle income
58,Ecuador,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Upper middle income
58,Ecuador,Latin America and the Caribbean,2733,Pigmeat,0.00014025912126596778,367.6092661053333,367.60940636445457,3.8154388554168924e-07,Upper middle income
58,Ecuador,Latin America and the Caribbean,2734,Poultry Meat,0.002977740552514576,49.18437700277778,49.187354743330296,6.053874147233648e-05,Upper middle income
59,Egypt,Near East and North Africa,2731,Bovine Meat,0.0019323671497584,35.329639226,35.331571593149754,5.4692363306393546e-05,Lower middle income
59,Egypt,Near East and North Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Lower middle income
59,Egypt,Near East and North Africa,2733,Pigmeat,0.0,71.73385352133333,71.73385352133333,0.0,Lower middle income
59,Egypt,Near East and North Africa,2734,Poultry Meat,0.048387239198450324,14.523008976388889,14.571396215587338,0.0033207002597794607,Lower middle income
60,El Salvador,Latin America and the Caribbean,2731,Bovine Meat,0.010618916681944101,103.249841284,103.26046020068195,0.00010283623239046897,Lower middle income
60,El Salvador,Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Lower middle income
60,El Salvador,Latin America and the Caribbean,2733,Pigmeat,0.005646820462331055,411.006237928,411.01188474846236,1.3738825255106398e-05,Lower middle income
60,El Salvador,Latin America and the Caribbean,2734,Poultry Meat,0.0031184408593073827,50.6415297625,50.64464820335931,6.157493377751479e-05,Lower middle income
61,Equatorial Guinea,Sub-Saharan Africa,2731,Bovine Meat,0.0019323671497584,39.218289086,39.220221453149755,4.926966442723165e-05,Upper middle income
61,Equatorial Guinea,Sub-Saharan Africa,2732,Mutton & Goat Meat,0.0,97.87473400377357,97.87473400377357,0.0,Upper middle income
61,Equatorial Guinea,Sub-Saharan Africa,2733,Pigmeat,0.0,72.66891308533333,72.66891308533333,0.0,Upper middle income
61,Equatorial Guinea,Sub-Saharan Africa,2734,Poultry Meat,0.0,15.621685979166667,15.621685979166667,0.0,Upper middle income
63,Estonia,Western Europe,2731,Bovine Meat,0.0,32.087723756,32.087723756,0.0,High income
63,Estonia,Western Europe,2732,Mutton & Goat Meat,0.0,203.48058688113207,203.48058688113207,0.0,High income
63,Estonia,Western Europe,2733,Pigmeat,0.0,54.249182016000006,54.249182016000006,0.0,High income
63,Estonia,Western Europe,2734,Poultry Meat,0.0,13.284806629166667,13.284806629166667,0.0,High income
64,Faroe Islands,Western Europe,2731,Bovine Meat,0.0019323671497584,135.226486834,135.22841920114976,1.4289652731087833e-05,High income
64,Faroe Islands,Western Europe,2732,Mutton & Goat Meat,0.0,343.8313571943396,343.8313571943396,0.0,High income
65,Falkland Islands (Malvinas),Latin America and the Caribbean,2731,Bovine Meat,0.0019323671497584,102.517497052,102.51942941914976,1.884878954854435e-05,Unclassified
65,Falkland Islands (Malvinas),Latin America and the Caribbean,2732,Mutton & Goat Meat,0.0,777.3906488,777.3906488,0.0,Unclassified
66,Fiji,Oceania,2731,Bovine Meat,0.1012503324291822,211.08429734,211.18554767242918,0.00047943779082000457,Upper middle income
66,Fiji,Oceania,2732,Mutton & Goat Meat,0.0,681.5694554056604,681.5694554056604,0.0,Upper middle income
66,Fiji,Oceania,2733,Pigmeat,0.02633402178223747,481.12684484933334,481.1531788711156,5.473105642577797e-05,Upper middle income
66,Fiji,Oceania,2734,Poultry Meat,0.0363749365053626,86.3643239875,86.40069892400537,0.0004210028038934796,Upper middle income
67,Finland,Western Europe,2731,Bovine Meat,0.0,13.546838357999999,13.546838357999999,0.0,High income
67,Finland,Western Europe,2732,Mutton & Goat Meat,0.0,26.392332307547164,26.392332307547164,0.0,High income
67,Finland,Western Europe,2733,Pigmeat,0.0,16.596353808,16.596353808,0.0,High income
67,Finland,Western Europe,2734,Poultry Meat,0.0,5.438831295833333,5.438831295833333,0.0,High income
68,France,Western Europe,2731,Bovine Meat,0.0,26.356172216,26.356172216,0.0,High income
